Date,SPY,QQQ,IWM,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ,Cash
2008-01-03,-0.00048250737994385667,0.004157469604144393,-0.011104416749215482,0.001660606424183537,0.008957192294890802,0.0020518898241019376,-0.001378490856166966,-0.0033054963000353843,-0.0019113735539374056,0.008331903896944106,0.00767943274793046,-0.03166945642242021,0.00012653249548540377
2008-01-04,-0.024812033435243804,-0.044846933637762404,-0.030599313294060026,-0.022980690826167372,-0.030497397890561766,0.0026154396907115893,0.0002124788380034018,0.008194824638517416,-0.001108084302422486,-0.005155283230996526,-0.0058308817635336525,-0.04144691553997539,0.00012653249548540377
2008-01-07,-0.0008498548527717504,-0.004763286772788468,0.0022166069073223833,0.0010445551681538593,0.007300236698914065,0.0018158282743960569,0.004340113005907888,-0.0012208104206699998,-0.0059661444682897816,-0.004237800612756689,-0.0183264781487196,0.009263349722914031,0.00012499471055305947
2008-01-08,-0.016279990937085653,-0.026292434497547514,-0.03135110343185167,-0.005625926944770565,-0.007784305782735957,0.0021522221576508868,-0.0011625278295357545,-0.0018801773022813892,-0.005795279933629465,0.023434499283740494,0.009049788275220056,-0.03523404630295438,0.00012768544323500495
2008-01-09,0.010455464095279338,0.021088645256486075,0.01008895840466134,0.00718997992192995,0.03225457372827175,-0.0015851403862129816,0.0019014605165440157,-0.00207169506565364,-0.010974532060833184,-0.0026538494212900304,-0.009990659741321978,0.0175063283355023,0.00012691684862321735
2008-01-10,0.006532625108894421,0.0014596779477102802,0.013621073384680157,-0.0010424012058100423,0.0117160892660665,-0.002724561058527433,-0.013601392664087372,-0.0029275684857777004,0.007397518315102655,0.019451378931132805,-0.004717754150052251,0.015289077003367058,0.00012576367750987983
2008-01-11,-0.008101601118733934,-0.019781797055697038,-0.020858162593933253,-0.020152058759679924,-0.028530105823104192,0.0063440345476544506,0.007780006881881872,0.007255861833541133,0.002147238984025545,0.003732423352843317,0.009100838227869246,0.00017432471561744001,0.00012653249548540377
2008-01-14,0.00803094273877998,0.017278159472376483,0.008225892236995457,0.015839617917364542,0.014601637914310208,0.0004514974685906112,0.003708546951443913,-0.004140021779213978,-0.0034798749489118835,0.010779343871355922,0.012418770745891974,-0.004193280505465077,0.00012076272666746819
2008-01-15,-0.022258964504627266,-0.02796183091060353,-0.018531939488739376,-0.03301719023792279,-0.04628674353343925,0.006524852686397756,0.011148467522509874,0.005358682802408517,0.0025602733239699386,-0.017462315658241516,-0.012418770745891906,-0.020520883280073766,0.0001246101711886175
2008-01-16,-0.008649943094165263,-0.010799046006867867,0.001006786913254393,-0.02037378936835351,-0.042501488001466185,-0.0019084149165383905,-0.00724323660960082,-0.0014999882936944683,-0.0011259494130481976,-0.014769298791920495,-0.009416167222526087,0.011373833966521134,0.00012384098065156018
2008-01-17,-0.02625806015054903,-0.013995654511608224,-0.02459204771511015,-0.015171956653641539,-0.029548969003309025,0.008055234274080867,0.01287511791894408,0.004684371035830872,-0.0070873872868147,-0.002309434649609837,-0.013013975765472594,-0.013700435417748015,0.0001226869152171489
2008-01-18,-0.010320403421314083,-0.0013218667816006287,-0.009770985111926403,0.005733962745534801,0.022556855424269103,-0.0014495796799444908,-0.006888065756238056,-0.0016842195680276408,0.00780420956980053,0.010579654551845074,0.0038264952019123775,-0.013345746931391712,0.00011999278992305553
2008-01-22,-0.01019864641471136,-0.026137960352650175,-0.007166286816869587,-0.0282864127807078,-0.025431517786855432,0.011098150730157437,0.010624992941263648,0.00215213299434661,-0.006978909597964278,0.008542679841935765,-0.0035071827472798393,0.023683160812471925,0.0001118994220582491
2008-01-23,0.023736662796301017,-0.0038562172722825592,0.03359194718949778,-0.0058987657994147525,0.00634379076678134,-0.004647143930984576,-0.0022819674959042215,0.0013064931558946446,0.001953981098001175,-0.003180722699554567,-0.01902355224718452,0.09062445903153817,9.217510364764749e-05
2008-01-24,0.008406250629136336,0.020244188159868344,-0.0007243967576766539,0.034464191895469794,0.019235686236451787,-0.00913254719404005,-0.02024702254656036,-0.008527117842167866,0.0124625121208632,0.024612159086303445,0.02443865138359486,-0.02376191130806101,8.674339028926e-05
2008-01-25,-0.014550621650790435,-0.020698495606668883,-0.007275623389750195,-0.014604917131849426,-0.015328445244841943,0.009243713139870999,0.01670994997085021,0.01076412843670818,0.001522575395700959,0.0024393095003429448,0.021992654041183845,-0.005821045768067347,9.295045612534945e-05
2008-01-28,0.016400917730493847,0.007699703430423835,0.0209556883039367,0.011113737553053745,0.024443552638653505,-0.003665044697794856,-0.003760042091334362,-0.00027875071117806416,-0.004572675289301711,0.015929992715973132,0.004650472266021025,0.033300748240910664,9.023605940273583e-05
2008-01-29,0.0049421976676783524,0.0018028762031891865,0.0025711267821608547,0.005997506817957266,-0.004914645127220256,-0.004013781199423754,-0.006822620713016859,-0.0016784511180681146,0.0010186731565716047,-0.0065609690697016314,0.008316679653994618,-0.009076054690883283,9.178737059069198e-05
2008-01-30,-0.007385089979061029,-0.0009004313816436602,-0.012632957771821688,-0.004599757985303061,-0.01325036690533319,-0.0004469568496912578,-0.006550602262678786,-0.00018657922257612087,0.0038582026127715707,0.00993399400438819,-0.00862605811273321,-0.027064425764787656,8.946017632894643e-05
2008-01-31,0.018069877762469728,0.01698307724861103,0.024544539545638646,0.01056141706135401,0.019846723535241022,0.005128383315775435,0.0070778911360511836,0.0032600481632222887,0.002024464558067282,-0.007195016714744456,0.004938253348722512,0.019874849290650476,8.674339028926e-05
2008-02-01,0.01596002282766203,0.010141248861428026,0.023268144841393522,0.01658858420411288,0.019746613973589264,0.0032407610280620384,0.005992212577047005,0.0042333611145045184,0.0005500551533051003,-0.022684270626732738,-0.017705103083821463,0.04096659228554314,7.702537111041002e-05
2008-02-04,-0.012689283891176262,-0.014137578642041043,-0.011357354394611878,-0.010249722641487767,0.003075088738008941,-0.005575282278934358,-0.010343988057464403,-0.0027018717839933665,0.00020293751976350815,-0.0028019071765902166,0.017397294763411217,-0.010444047249775169,8.247039358146232e-05
2008-02-05,-0.027139503719401055,-0.028889380956789716,-0.025964716969365254,-0.04696470474442859,-0.05534147304683324,0.007018965006538794,0.007610150587326756,0.0034456027548198207,-0.0080702999430232,-0.01606549067103019,-0.008350186935305997,-0.03594878589403407,8.9072177896151e-05
2008-02-06,-0.008084264892588523,-0.019889695268638926,-0.013384450189904246,-0.000864360290176946,-0.01651182057897553,-0.0017782701780022162,-0.0030577345345131576,-0.005406883863811062,-0.0020526852254272717,0.014380553122886813,-0.004669434281355908,-0.01645786221876219,8.59668239524854e-05
2008-02-07,0.006591964967344499,0.006983431648505574,0.01566921262945295,-0.005056275743423093,0.01681385113016812,-0.011296595951366712,-0.021782240549340217,-0.011562932587690145,-0.004222917681100134,0.010067216443898174,0.012095132877106446,0.023358884958361234,8.247039358146232e-05
2008-02-08,-0.006441751806859858,0.01130166608301416,-0.006295630563890315,-0.01033576200774677,-0.0018879294465611943,0.008401792367686733,0.011377213985830819,0.0037752320852197743,-0.007562595559373647,0.012717910269796405,0.02946308871383949,-0.03245165553028712,8.519010561603541e-05
2008-02-11,0.005097311736343265,0.010722486029967672,0.00043032039074684383,0.005254274693559441,0.01231964991134024,0.0022278952433781554,0.00415384882996296,0.003009664373042665,-0.007934303734749178,0.003619834235512913,0.006563359430917761,-0.020506528754077616,8.751980468583859e-05
2008-02-12,0.009228223247885345,-0.005688993775017228,0.007860308715672214,0.021314217358795327,0.01599808902664331,-0.0021157405240533863,-0.00596931819038479,-0.0014103035120057118,0.0037663277256512685,-0.022141942540969774,-0.020427300436204658,0.028089498697592707,9.062394405856041e-05
2008-02-13,0.010171202681158809,0.02167114521957601,0.022381316603601115,0.006816278781045271,0.022234459813602444,-0.004248181295503856,-0.010641941103750508,-0.010113171285765042,-0.002614413598500639,0.0012306384919769915,0.008160757127837507,0.007858751217684042,9.062394405856041e-05
2008-02-14,-0.00883847016338356,-0.018253664711841863,-0.023378772114429253,-0.004539019544616623,-0.012946507285051524,-0.005503427840905147,-0.014805589483934256,-0.0021879537480515754,0.00490939228512091,0.0030141986624117353,0.01996783146210485,-0.018830174265443908,8.946017632894643e-05
2008-02-15,-0.00022222335028033912,-0.0034174805077341656,-0.0044263667651167505,0.0036894387649496247,0.007108576559424234,0.002136990276814511,0.007648539735191603,0.0032321293866320864,-0.0025047774251933125,-0.006261873940772848,-0.004732241641467706,0.008113343050964615,9.062394405856041e-05
2008-02-19,0.0028082360186927786,-0.0018275783747062678,0.01223333310611393,0.00972607720573515,0.012997983100206976,-0.00721893541998123,-0.01017353914950772,-0.009918767760517103,-0.005131231885037909,0.026892565797985494,0.03209140904892306,-0.0025285676354929866,8.674339028926e-05
2008-02-20,0.002947277442769128,0.004562294375973793,0.0005655159188473432,-0.0052036416668890225,0.008313414484658735,-0.0009049637027906089,0.0069027855408878526,0.002201646798521275,0.0026210415041058683,0.01796386403346683,0.0051545964645539994,0.00622550083876065,8.946017632894643e-05
2008-02-21,-0.008348490040553847,-0.009604915372824542,-0.019260619429217057,-0.001834459127036415,-0.014108968040770045,0.010257946216831163,0.010536179368981054,0.006862647532273531,0.0034504747194980365,0.00010726726746366402,-0.005441765416956992,-0.027548056430771822,8.829606720166571e-05
2008-02-22,0.006138530790452184,0.0036700469239970474,0.0,0.012633262421851886,0.013330171039903724,-0.0028078605496739285,-0.005742421819675913,-0.0039023547437691914,0.0017718358626084717,0.0015002080621885686,0.013691016548368944,0.027883758292167063,8.635512611711386e-05
2008-02-25,0.012530409402493083,0.005023891160813794,0.019260619429217127,0.015776854376385294,0.018451881603980487,-0.006657798846827664,-0.010268237823037823,-0.006408610078928401,0.0030178595371339674,-0.006984410657417083,0.009585559974137943,0.030059882162989448,8.635512611711386e-05
2008-02-26,0.007471823620082956,0.0038652550617634058,0.009282905150111022,0.014720078118908938,0.013121836991537038,0.00248821943420846,0.0003292741746576447,0.007171658866751248,0.006416773721395291,0.010405041437242388,0.021100290322519175,-0.00016266617773687912,8.635512611711386e-05
2008-02-27,-0.0010125777604927905,0.004979641720008537,-0.00042030747684591635,0.003241800171773453,0.00840388080645142,0.0023684265647776104,0.0008777060916680581,-0.0009539391946940303,-0.00020638315265889668,0.011353506294170987,-0.0013747242881012285,-0.004730676493062127,8.402474298177178e-05
2008-02-28,-0.009814686812455273,-0.0038460183512139773,-0.015241998846894214,-0.009621349511137503,-0.010808251129164469,0.011648616722434646,0.017608611961024083,0.007222726698481657,-0.0014455050541921802,0.012685593460616476,0.009582681032810817,-0.020816952272217044,7.780368904332661e-05
2008-02-29,-0.02253627806350718,-0.026876126673654226,-0.020980510038383717,-0.025373467930819477,-0.04056393367856957,0.01063344942148239,0.015184498273181414,0.00632398227550725,-0.0038326392355697955,0.0019774419017554957,-0.016483905461952886,-0.014461310452148924,7.468950095471334e-05
2008-03-03,-0.0023938246601317792,-0.00654064848006373,-0.009631039481081727,0.0029285375222768543,0.005428361544627996,-0.0025455789916209747,-0.0025803634813765814,-1.8569926987292717e-05,0.0002720542904369546,0.010960688456801523,0.01457472642504883,0.006920617188928231,7.274189160604548e-05
